Date,Open,High,Low,Close,Adj Close,Volume
2019-04-24,0.159950,0.159950,0.122200,0.139900,0.139900,182229
2019-04-25,0.142600,0.142600,0.138600,0.142600,0.142600,28332
2019-04-26,0.118000,0.149900,0.118000,0.147000,0.147000,191741
2019-04-29,0.138000,0.169000,0.134000,0.169000,0.169000,637404
2019-04-30,0.167000,0.179000,0.160000,0.175710,0.175710,124935
2019-05-01,0.177000,0.177000,0.137030,0.174900,0.174900,171135
2019-05-02,0.141670,0.154900,0.138600,0.153000,0.153000,108617
2019-05-03,0.149000,0.155000,0.125000,0.132000,0.132000,146761
2019-05-06,0.153400,0.153400,0.150700,0.150700,0.150700,7700
2019-05-07,0.141250,0.151500,0.132000,0.150000,0.150000,53545
2019-05-08,0.150000,0.168410,0.135000,0.160000,0.160000,136271
2019-05-09,0.166200,0.166200,0.140000,0.159900,0.159900,79617
2019-05-10,0.186000,0.186000,0.131000,0.149000,0.149000,18259
2019-05-13,0.130700,0.150000,0.120000,0.147500,0.147500,303149
2019-05-14,0.182000,0.182000,0.130000,0.140000,0.140000,247795
2019-05-15,0.130100,0.139800,0.121000,0.127400,0.127400,85324
2019-05-16,0.155000,0.155000,0.135000,0.147500,0.147500,44106
2019-05-17,0.147500,0.147500,0.121000,0.135000,0.135000,223864
2019-05-20,0.127000,0.144000,0.127000,0.144000,0.144000,19050
2019-05-21,0.145000,0.145000,0.120200,0.138900,0.138900,132084
2019-05-22,0.139400,0.139400,0.120100,0.132100,0.132100,74000
2019-05-23,0.132500,0.144000,0.123740,0.144000,0.144000,62206
2019-05-24,0.144000,0.144000,0.130000,0.140000,0.140000,72400
2019-05-28,0.145000,0.145000,0.130000,0.143900,0.143900,32800
2019-05-29,0.142600,0.142600,0.129000,0.142600,0.142600,1597
2019-05-30,0.129000,0.140000,0.129000,0.140000,0.140000,170510
2019-05-31,0.144000,0.144000,0.123500,0.139700,0.139700,41511
2019-06-03,0.143000,0.143000,0.130000,0.139410,0.139410,59600
2019-06-04,0.137730,0.138500,0.130000,0.137900,0.137900,18872
2019-06-05,0.138000,0.138000,0.120000,0.133190,0.133190,230348
2019-06-06,0.130000,0.135000,0.125900,0.135000,0.135000,32000
2019-06-07,0.135000,0.143000,0.135000,0.143000,0.143000,40953
2019-06-10,0.143000,0.143000,0.135000,0.140000,0.140000,85174
2019-06-11,0.129550,0.142900,0.129550,0.142900,0.142900,100144
2019-06-12,0.144900,0.154000,0.140000,0.150000,0.150000,226214
2019-06-13,0.147000,0.155000,0.132000,0.149250,0.149250,241014
2019-06-14,0.150000,0.150000,0.137750,0.137750,0.137750,117343
2019-06-17,0.132620,0.137400,0.125600,0.125600,0.125600,86950
2019-06-18,0.125700,0.136900,0.125700,0.125900,0.125900,78414
2019-06-19,0.125900,0.134900,0.121100,0.130000,0.130000,184604
2019-06-20,0.121000,0.125500,0.102600,0.124000,0.124000,172634
2019-06-21,0.122000,0.136800,0.100000,0.135000,0.135000,453882
2019-06-24,0.136000,0.139800,0.125000,0.138300,0.138300,109600
2019-06-25,0.135000,0.135000,0.135000,0.135000,0.135000,7000
2019-06-26,0.133680,0.135000,0.122500,0.134070,0.134070,6240
2019-06-27,0.133000,0.133000,0.125000,0.133000,0.133000,50366
2019-06-28,0.131300,0.131300,0.131300,0.131300,0.131300,11452
2019-07-01,0.125000,0.125000,0.125000,0.125000,0.125000,8500
2019-07-02,0.125000,0.131300,0.125000,0.131300,0.131300,3240
2019-07-03,0.131300,0.140000,0.125000,0.140000,0.140000,80192
2019-07-05,0.140600,0.140600,0.124500,0.124500,0.124500,7500
2019-07-08,0.139500,0.140000,0.119800,0.122000,0.122000,149017
2019-07-09,0.125000,0.140000,0.125000,0.140000,0.140000,15313
2019-07-10,0.140000,0.155000,0.130000,0.139900,0.139900,533376
2019-07-11,0.135000,0.175000,0.135000,0.162200,0.162200,331360
2019-07-12,0.152000,0.167400,0.140000,0.164950,0.164950,323853
2019-07-15,0.166450,0.166450,0.166450,0.166450,0.166450,500
2019-07-16,0.163500,0.163500,0.160000,0.161480,0.161480,23340
2019-07-17,0.162450,0.171530,0.150000,0.170000,0.170000,31752
2019-07-18,0.170000,0.190000,0.169200,0.190000,0.190000,221725
2019-07-19,0.190000,0.194900,0.163080,0.173000,0.173000,102109
2019-07-22,0.180000,0.180000,0.165000,0.170000,0.170000,21400
2019-07-23,0.160100,0.170000,0.155300,0.170000,0.170000,14400
2019-07-24,0.160000,0.177000,0.156000,0.166300,0.166300,163686
2019-07-25,0.175000,0.175000,0.175000,0.175000,0.175000,100
2019-07-26,0.163000,0.169250,0.156000,0.167380,0.167380,124506
2019-07-29,0.172500,0.172500,0.172500,0.172500,0.172500,7661
2019-07-30,0.157450,0.169800,0.155800,0.155800,0.155800,24300
2019-07-31,0.155400,0.174900,0.155400,0.165000,0.165000,39952
2019-08-01,0.155800,0.163000,0.125100,0.139900,0.139900,191620
2019-08-02,0.161200,0.163700,0.152060,0.159900,0.159900,55690
2019-08-05,0.161250,0.162000,0.161250,0.162000,0.162000,27685
2019-08-06,0.163850,0.163850,0.154500,0.154500,0.154500,27646
2019-08-07,0.163000,0.163000,0.163000,0.163000,0.163000,200
2019-08-08,0.150000,0.150000,0.130000,0.150000,0.150000,27961
2019-08-09,0.164000,0.167800,0.134680,0.167800,0.167800,81200
2019-08-12,0.167800,0.167800,0.139100,0.148000,0.148000,19450
2019-08-13,0.148000,0.148000,0.131000,0.131000,0.131000,24375
2019-08-14,0.146960,0.156250,0.136500,0.156250,0.156250,126340
2019-08-15,0.140000,0.165000,0.140000,0.165000,0.165000,32000
2019-08-16,0.140000,0.162590,0.138300,0.162590,0.162590,22100
2019-08-19,0.161180,0.163710,0.140500,0.159000,0.159000,92358
2019-08-20,0.149900,0.173000,0.149900,0.172900,0.172900,236252
2019-08-21,0.172900,0.172900,0.156000,0.160000,0.160000,57644
2019-08-22,0.150100,0.171000,0.150100,0.161090,0.161090,29963
2019-08-23,0.172900,0.172900,0.150100,0.150100,0.150100,25600
2019-08-26,0.180000,0.180000,0.165000,0.175000,0.175000,558991
2019-08-27,0.160000,0.170000,0.158300,0.158300,0.158300,135875
2019-08-28,0.160000,0.160000,0.155000,0.160000,0.160000,87833
2019-08-29,0.151000,0.165000,0.150000,0.165000,0.165000,133347
2019-08-30,0.165000,0.175000,0.165000,0.173800,0.173800,55792
2019-09-03,0.175000,0.185000,0.160700,0.160700,0.160700,126375
2019-09-04,0.177500,0.195000,0.167200,0.170000,0.170000,261699
2019-09-05,0.170000,0.187000,0.167200,0.172550,0.172550,199684
2019-09-06,0.170750,0.184900,0.169600,0.184800,0.184800,114691
2019-09-09,0.179900,0.199900,0.171000,0.199900,0.199900,102389
2019-09-10,0.195000,0.199900,0.172300,0.172300,0.172300,370411
2019-09-11,0.171150,0.192000,0.171150,0.180000,0.180000,24872
2019-09-12,0.180000,0.218000,0.180000,0.205000,0.205000,579686
2019-09-13,0.217000,0.217000,0.183730,0.185100,0.185100,305939
2019-09-16,0.185200,0.199900,0.185200,0.188500,0.188500,106276
2019-09-17,0.199800,0.220000,0.190000,0.220000,0.220000,39418
2019-09-18,0.180000,0.202350,0.180000,0.192500,0.192500,74920
2019-09-19,0.190200,0.199800,0.181300,0.190000,0.190000,43129
2019-09-20,0.224700,0.224700,0.182700,0.188130,0.188130,57317
2019-09-23,0.180000,0.192500,0.180000,0.185060,0.185060,185874
2019-09-24,0.183000,0.188190,0.172500,0.172500,0.172500,147572
2019-09-25,0.174900,0.200000,0.174900,0.200000,0.200000,148154
2019-09-26,0.191500,0.191500,0.185000,0.185100,0.185100,50394
2019-09-27,0.190000,0.190000,0.174000,0.184700,0.184700,81883
2019-09-30,0.172300,0.196500,0.172300,0.176150,0.176150,49019
2019-10-01,0.182760,0.196500,0.180000,0.195000,0.195000,127217
2019-10-02,0.175050,0.224400,0.175050,0.200000,0.200000,286869
2019-10-03,0.190050,0.221900,0.190050,0.203200,0.203200,22990
2019-10-04,0.200100,0.206900,0.186600,0.187690,0.187690,238807
2019-10-07,0.200000,0.218310,0.200000,0.200000,0.200000,22523
2019-10-08,0.214000,0.214000,0.191100,0.211200,0.211200,44946
2019-10-09,0.214000,0.214000,0.190000,0.198000,0.198000,37760
2019-10-10,0.194750,0.205000,0.187500,0.200000,0.200000,39401
2019-10-11,0.199900,0.217500,0.191000,0.217500,0.217500,62247
2019-10-14,0.217500,0.217500,0.212080,0.216100,0.216100,59881
2019-10-15,0.215000,0.224200,0.215000,0.224200,0.224200,24020
2019-10-16,0.224200,0.224200,0.216680,0.218960,0.218960,16528
2019-10-17,0.220000,0.220000,0.210000,0.220000,0.220000,78555
2019-10-18,0.224400,0.224400,0.210000,0.224400,0.224400,30548
2019-10-21,0.224700,0.224700,0.210000,0.217430,0.217430,8936
2019-10-22,0.219900,0.260000,0.190000,0.249900,0.249900,384107
2019-10-23,0.257500,0.257500,0.235000,0.244510,0.244510,9360
2019-10-24,0.235670,0.243400,0.235670,0.243400,0.243400,19380
2019-10-25,0.237350,0.249400,0.220300,0.240290,0.240290,146105
2019-10-28,0.249400,0.249400,0.247400,0.247400,0.247400,6376
2019-10-29,0.240000,0.260000,0.240000,0.255000,0.255000,134489
2019-10-30,0.250000,0.324400,0.250000,0.297400,0.297400,570391
2019-10-31,0.303400,0.337400,0.265000,0.290000,0.290000,298349
2019-11-01,0.300000,0.324400,0.270000,0.299900,0.299900,466118
2019-11-04,0.327500,0.350000,0.290000,0.294000,0.294000,389928
2019-11-05,0.329500,0.329900,0.279210,0.279210,0.279210,148472
2019-11-06,0.290000,0.324700,0.285100,0.310000,0.310000,132939
2019-11-07,0.325000,0.345000,0.300000,0.314000,0.314000,33412
2019-11-08,0.319200,0.340000,0.315000,0.339800,0.339800,114732
2019-11-11,0.350000,0.380000,0.335000,0.360000,0.360000,195529
2019-11-12,0.360000,0.380000,0.330300,0.330300,0.330300,237318
2019-11-13,0.370000,0.370000,0.345000,0.367400,0.367400,51400
2019-11-14,0.380000,0.400000,0.340000,0.351000,0.351000,132440
2019-11-15,0.351000,0.380000,0.315000,0.333010,0.333010,61947
2019-11-18,0.320000,0.349000,0.295000,0.298460,0.298460,113093
2019-11-19,0.339900,0.339900,0.243000,0.250000,0.250000,146222
2019-11-20,0.235000,0.279900,0.230000,0.245000,0.245000,272921
2019-11-21,0.262400,0.268800,0.245200,0.265000,0.265000,133876
2019-11-22,0.269000,0.270000,0.250000,0.265900,0.265900,243916
2019-11-25,0.265800,0.265800,0.250000,0.250000,0.250000,34990
2019-11-26,0.264800,0.300000,0.260000,0.289800,0.289800,133016
2019-11-27,0.280500,0.288500,0.255000,0.275000,0.275000,36510
2019-11-29,0.288000,0.291660,0.288000,0.291660,0.291660,1210
2019-12-02,0.291200,0.291200,0.271000,0.280000,0.280000,5612
2019-12-03,0.270000,0.270690,0.250000,0.250000,0.250000,65478
2019-12-04,0.276700,0.314800,0.250000,0.279800,0.279800,160899
2019-12-05,0.343150,0.343150,0.265350,0.297250,0.297250,65131
2019-12-06,0.300000,0.300000,0.262000,0.298500,0.298500,162075
2019-12-09,0.281480,0.281480,0.250100,0.272380,0.272380,117387
2019-12-10,0.279500,0.300000,0.260000,0.260000,0.260000,201180
2019-12-11,0.291300,0.302500,0.270000,0.283000,0.283000,48436
2019-12-12,0.277350,0.305000,0.277350,0.305000,0.305000,28037
2019-12-13,0.270000,0.300000,0.270000,0.292960,0.292960,66153
2019-12-16,0.300100,0.300200,0.270800,0.282500,0.282500,52065
2019-12-17,0.226500,0.300300,0.226500,0.286900,0.286900,26358
2019-12-18,0.285640,0.300000,0.278000,0.295030,0.295030,53350
2019-12-19,0.298750,0.330000,0.296790,0.315000,0.315000,79320
2019-12-20,0.315000,0.325000,0.297550,0.301000,0.301000,12521
2019-12-23,0.290000,0.310000,0.275100,0.305000,0.305000,47100
2019-12-24,0.301500,0.309900,0.270000,0.309900,0.309900,18370
2019-12-26,0.327000,0.327000,0.280000,0.287500,0.287500,20679
2019-12-27,0.290000,0.300000,0.285000,0.300000,0.300000,25700
2019-12-30,0.300000,0.315000,0.281000,0.305000,0.305000,47518
2019-12-31,0.307500,0.330000,0.300000,0.330000,0.330000,21729
2020-01-02,0.325000,0.338400,0.320000,0.338400,0.338400,124585
2020-01-03,0.300000,0.382000,0.270000,0.368000,0.368000,192321
2020-01-06,0.381550,0.400000,0.360450,0.399800,0.399800,113578
2020-01-07,0.381000,0.405000,0.379900,0.380000,0.380000,316217
2020-01-08,0.380000,0.404000,0.370000,0.399800,0.399800,38533
2020-01-09,0.425000,0.425000,0.370200,0.390250,0.390250,55096
2020-01-10,0.395100,0.399950,0.368300,0.385000,0.385000,57713
2020-01-13,0.399000,0.400000,0.383000,0.399900,0.399900,31590
2020-01-14,0.373300,0.489900,0.373300,0.489900,0.489900,198005
2020-01-15,0.500000,0.549400,0.435050,0.520000,0.520000,138652
2020-01-16,0.500000,0.699000,0.500000,0.620000,0.620000,413238
2020-01-17,0.650000,0.740000,0.639980,0.715000,0.715000,365588
2020-01-21,0.730000,0.756000,0.630000,0.756000,0.756000,282653
2020-01-22,0.789900,0.884900,0.765000,0.810000,0.810000,335372
2020-01-23,0.830000,0.870000,0.750000,0.870000,0.870000,215900
2020-01-24,0.870000,0.970000,0.800000,0.905000,0.905000,710482
2020-01-27,0.920000,0.930000,0.880000,0.880000,0.880000,149602
2020-01-28,0.880000,0.920000,0.810000,0.880000,0.880000,226109
2020-01-29,0.890000,0.890000,0.740000,0.790000,0.790000,387946
2020-01-30,0.770000,0.790000,0.703750,0.732500,0.732500,222019
2020-01-31,0.726250,0.832200,0.726250,0.802900,0.802900,141261
2020-02-03,0.900000,0.900000,0.773730,0.800000,0.800000,25984
2020-02-04,0.890000,0.890000,0.790000,0.862000,0.862000,70833
2020-02-05,0.870000,0.880000,0.813000,0.814000,0.814000,64627
2020-02-06,0.850000,0.860000,0.775500,0.850000,0.850000,60875
2020-02-07,0.850000,0.850000,0.780000,0.800000,0.800000,29309
2020-02-10,0.783000,0.880000,0.783000,0.800000,0.800000,11968
2020-02-11,0.785000,0.805000,0.680000,0.720000,0.720000,206076
2020-02-12,0.691250,0.695000,0.524920,0.680000,0.680000,258250
2020-02-13,0.669000,0.770000,0.632000,0.730000,0.730000,77895
2020-02-14,0.700000,0.780000,0.700000,0.780000,0.780000,207534
2020-02-18,0.820000,0.900000,0.800000,0.812700,0.812700,441064
2020-02-19,0.859800,0.860500,0.780000,0.797650,0.797650,75505
2020-02-20,0.800000,0.850000,0.760000,0.819900,0.819900,44255
2020-02-21,0.800000,0.819900,0.731000,0.792000,0.792000,58046
2020-02-24,0.825000,0.825000,0.650000,0.720000,0.720000,238064
2020-02-25,0.741800,0.741800,0.595500,0.640000,0.640000,160926
2020-02-26,0.713600,0.713600,0.654500,0.690000,0.690000,24733
2020-02-27,0.631000,0.708000,0.620000,0.705000,0.705000,117588
2020-02-28,0.685950,0.695000,0.650000,0.666250,0.666250,37532
2020-03-02,0.655000,0.700000,0.545000,0.680000,0.680000,135539
2020-03-03,0.700000,0.700000,0.600000,0.650000,0.650000,58679
2020-03-04,0.699900,0.699900,0.635000,0.667500,0.667500,5050
2020-03-05,0.630000,0.630000,0.500100,0.605000,0.605000,127909
2020-03-06,0.610000,0.610000,0.440100,0.490000,0.490000,312306
