Date,Open,High,Low,Close,WAP,No. of Shares,No. of Trades,Total Turnover,Deliverable Quantity,% Deli. Qty to Traded Qty,Spread H-L,Spread C-O
2016-07-14,1008.0,1014.6,999.05,1006.45,1006.51,144511.0,6488.0,145451276.0,34438.0,23.83,15.55,-1.55
2016-07-13,1003.0,1015.8,1002.0,1008.45,1011.14,420670.0,12999.0,425356738.0,211722.0,50.33,13.8,5.45
2016-07-12,992.5,1004.05,991.0,1002.1,998.39,261152.0,8077.0,260732561.0,96673.0,37.02,13.05,9.6
2016-07-11,988.05,994.9,985.5,990.75,990.34,165538.0,7340.0,163938467.0,44622.0,26.96,9.4,2.7
2016-07-08,988.0,989.0,978.55,980.1,982.95,276679.0,6470.0,271961645.0,122133.0,44.14,10.45,-7.9
2016-07-07,993.45,1000.0,986.75,987.9,991.83,205672.0,9499.0,203992186.0,61517.0,29.91,13.25,-5.55
2016-07-05,989.95,1002.8,980.5,992.95,994.53,258358.0,9215.0,256944191.0,77906.0,30.15,22.3,3.0
2016-07-04,978.0,992.35,976.2,986.65,987.42,211611.0,6698.0,208949665.0,73445.0,34.71,16.15,8.65
2016-07-01,973.5,976.45,970.2,973.65,973.42,149225.0,4327.0,145258746.0,60928.0,40.83,6.25,0.15
2016-06-30,971.0,977.75,967.35,969.45,971.19,249804.0,10481.0,242606449.0,116041.0,46.45,10.4,-1.55
2016-06-29,961.0,968.8,960.3,966.85,964.93,169890.0,5862.0,163931742.0,61618.0,36.27,8.5,5.85
2016-06-28,957.5,961.55,956.0,958.2,958.7,152345.0,5543.0,146053366.0,42531.0,27.92,5.55,0.7
2016-06-27,949.85,958.8,944.0,956.1,954.49,266573.0,6561.0,254440540.0,101368.0,38.03,14.8,6.25
2016-06-24,966.0,966.0,934.4,951.5,946.6,713656.0,16411.0,675545892.0,318476.0,44.63,31.6,-14.5
2016-06-23,980.0,983.45,970.0,981.9,975.34,219671.0,7479.0,214253143.0,69127.0,31.47,13.45,1.9
2016-06-22,986.95,986.95,977.0,980.5,980.96,385463.0,7166.0,378123456.0,183771.0,47.68,9.95,-6.45
2016-06-21,995.0,995.0,980.2,987.25,986.53,347776.0,7508.0,343090837.0,178978.0,51.46,14.8,-7.75
2016-06-20,965.0,993.0,965.0,990.55,985.13,355228.0,9386.0,349945759.0,169103.0,47.6,28.0,25.55
2016-06-17,977.0,978.9,970.0,973.25,973.86,159014.0,6025.0,154857727.0,53596.0,33.71,8.9,-3.75
2016-06-16,981.9,983.5,967.5,974.55,974.56,189485.0,6768.0,184665228.0,33762.0,17.82,16.0,-7.35
2016-06-15,977.5,984.9,973.5,982.4,980.34,168059.0,5863.0,164755499.0,44347.0,26.39,11.4,4.9
2016-06-14,982.0,984.5,969.3,974.9,976.97,134051.0,4917.0,130964183.0,31627.0,23.59,15.2,-7.1
2016-06-13,970.0,983.3,964.0,979.3,973.94,189663.0,7602.0,184720183.0,37632.0,19.84,19.3,9.3
2016-06-10,973.0,984.2,968.7,975.65,976.87,226144.0,7600.0,220912316.0,70043.0,30.97,15.5,2.65
2016-06-09,958.05,977.0,958.0,971.45,971.0,318681.0,9781.0,309439967.0,143163.0,44.92,19.0,13.4
2016-06-08,957.0,958.0,950.2,954.15,953.72,183907.0,5040.0,175394882.0,58346.0,31.73,7.8,-2.85
2016-06-07,956.0,961.1,951.8,954.65,955.63,175267.0,5489.0,167490473.0,75497.0,43.08,9.3,-1.35
2016-06-06,959.0,962.75,953.0,955.9,957.36,157434.0,6270.0,150721422.0,46906.0,29.79,9.75,-3.1
2016-06-03,957.5,963.6,955.4,957.95,959.16,144389.0,5342.0,138492632.0,48172.0,33.36,8.2,0.45
2016-06-02,956.1,957.25,945.25,956.0,950.73,172276.0,6793.0,163788296.0,64488.0,37.43,12.0,-0.1
2016-06-01,958.8,966.5,951.25,953.3,959.2,187746.0,6787.0,180085400.0,53239.0,28.36,15.25,-5.5
2016-05-31,968.9,972.5,956.2,958.95,962.69,196964.0,6056.0,189615166.0,52791.0,26.8,16.3,-9.95
2016-05-30,975.0,981.45,966.0,969.45,972.3,215289.0,7715.0,209325078.0,65957.0,30.64,15.45,-5.55
2016-05-27,951.5,975.7,949.5,972.65,965.49,306408.0,10652.0,295833762.0,81680.0,26.66,26.2,21.15
2016-05-26,950.55,953.0,944.25,946.65,948.0,196930.0,6392.0,186689057.0,68025.0,34.54,8.75,-3.9
2016-05-25,949.2,951.9,941.6,949.25,947.54,181679.0,6484.0,172147622.0,51441.0,28.31,10.3,0.05
2016-05-24,930.9,943.35,929.0,940.05,939.59,191480.0,6603.0,179912775.0,46574.0,24.32,14.35,9.15
2016-05-23,938.4,940.0,925.7,930.0,932.29,479357.0,10478.0,446899241.0,275459.0,57.46,14.3,-8.4
2016-05-20,951.15,954.6,932.35,934.1,943.44,380536.0,11494.0,359011613.0,126580.0,33.26,22.25,-17.05
2016-05-19,971.15,971.7,946.15,950.55,961.91,207759.0,7354.0,199846487.0,79035.0,38.04,25.55,-20.6
2016-05-18,967.0,972.75,965.2,970.15,970.01,146038.0,5042.0,141658080.0,34820.0,23.84,7.55,3.15
2016-05-17,980.0,983.3,966.65,970.2,974.97,176081.0,7553.0,171673764.0,50745.0,28.82,16.65,-9.8
2016-05-16,978.25,982.05,972.0,976.15,976.7,182427.0,6623.0,178175693.0,50999.0,27.96,10.05,-2.1
2016-05-13,988.0,990.9,975.5,978.0,981.28,186873.0,6110.0,183374594.0,59008.0,31.58,15.4,-10.0
2016-05-12,977.0,992.45,975.7,991.05,986.4,218644.0,8165.0,215670748.0,51519.0,23.56,16.75,14.05
2016-05-11,973.0,980.45,971.0,974.85,976.38,155682.0,5617.0,152004368.0,35105.0,22.55,9.45,1.85
2016-05-10,982.0,984.85,978.05,981.35,981.39,110977.0,4366.0,108911686.0,31676.0,28.54,6.8,-0.65
2016-05-09,975.0,986.0,972.5,982.95,980.84,186660.0,6915.0,183082792.0,72905.0,39.06,13.5,7.95
2016-05-06,975.0,976.95,967.5,969.15,971.14,225888.0,8995.0,219368411.0,92532.0,40.96,9.45,-5.85
2016-05-05,982.25,983.5,971.1,975.05,976.87,253122.0,9367.0,247268029.0,109401.0,43.22,12.4,-7.2
2016-05-04,976.0,983.65,974.25,977.5,979.08,227280.0,7443.0,222525006.0,71136.0,31.3,9.4,1.5
2016-05-03,989.8,994.7,972.6,976.05,981.91,282136.0,10845.0,277031120.0,69017.0,24.46,22.1,-13.75
2016-05-02,981.4,992.5,977.05,986.3,986.68,225517.0,7966.0,222513495.0,54915.0,24.35,15.45,4.9
2016-04-29,995.7,998.75,977.85,982.55,988.34,477000.0,16373.0,471437945.0,149803.0,31.41,20.9,-13.15
2016-04-28,1019.7,1019.7,992.0,997.35,1002.31,676909.0,16633.0,678473126.0,204385.0,30.19,27.7,-22.35
2016-04-27,1019.9,1025.85,1015.1,1019.7,1021.51,219250.0,8822.0,223965038.0,75747.0,34.55,10.75,-0.2
2016-04-26,1017.0,1023.85,1008.0,1016.8,1014.62,411535.0,15742.0,417553372.0,103288.0,25.1,15.85,-0.2
2016-04-25,1042.7,1044.9,1012.75,1016.15,1020.17,628843.0,25573.0,641527412.0,150237.0,23.89,32.15,-26.55
2016-04-22,1041.0,1047.75,1030.5,1038.75,1039.44,242213.0,9581.0,251766323.0,74180.0,30.63,17.25,-2.25
2016-04-21,1044.9,1051.5,1035.0,1040.9,1041.89,232079.0,9249.0,241801289.0,61280.0,26.4,16.5,-4.0
2016-04-20,1068.2,1070.0,1035.35,1038.3,1045.48,261813.0,13736.0,273719031.0,94153.0,35.96,34.65,-29.9
2016-04-18,1065.45,1065.7,1055.0,1061.75,1059.68,375048.0,7026.0,397430803.0,177510.0,47.33,10.7,-3.7
2016-04-13,1052.0,1068.3,1052.0,1065.45,1059.65,421477.0,11413.0,446619310.0,216488.0,51.36,16.3,13.45
2016-04-12,1040.3,1057.0,1038.6,1047.15,1049.5,193213.0,7206.0,202776378.0,52828.0,27.34,18.4,6.85
2016-04-11,1035.2,1045.0,1033.3,1039.85,1040.2,167315.0,6245.0,174041668.0,54424.0,32.53,11.7,4.65
2016-04-08,1033.5,1054.0,1032.05,1037.85,1042.08,259195.0,10732.0,270101195.0,45808.0,17.67,21.95,4.35
2016-04-07,1032.0,1048.0,1023.25,1037.95,1037.86,170492.0,6997.0,176947477.0,39029.0,22.89,24.75,5.95
2016-04-06,1030.8,1035.9,1022.2,1031.45,1029.6,87590.0,4622.0,90182954.0,18891.0,21.57,13.7,0.65
2016-04-05,1030.0,1042.0,1022.65,1028.1,1029.9,207501.0,5923.0,213705295.0,69880.0,33.68,19.35,-1.9
2016-04-04,1036.15,1042.45,1024.45,1035.15,1032.86,116143.0,5958.0,119959684.0,21351.0,18.38,18.0,-1.0
2016-04-01,1039.0,1045.9,1026.4,1033.65,1033.45,205416.0,11717.0,212287359.0,48657.0,23.69,19.5,-5.35
2016-03-31,1043.0,1055.95,1034.1,1045.25,1046.03,292735.0,9205.0,306208585.0,120343.0,41.11,21.85,2.25
2016-03-30,1040.35,1050.9,1040.25,1044.9,1046.84,225448.0,8963.0,236008953.0,74792.0,33.17,10.65,4.55
2016-03-29,1023.05,1040.9,1022.4,1035.4,1034.33,246687.0,7577.0,255154951.0,74615.0,30.25,18.5,12.35
2016-03-28,1029.0,1031.95,1015.5,1020.5,1022.46,304410.0,12716.0,311246189.0,106985.0,35.15,16.45,-8.5
2016-03-23,1047.0,1047.0,1023.0,1029.35,1031.41,350489.0,10739.0,361497597.0,106129.0,30.28,24.0,-17.65
2016-03-22,1038.1,1052.5,1036.75,1048.5,1045.55,302113.0,11164.0,315875138.0,91235.0,30.2,15.75,10.4
2016-03-21,1027.2,1039.0,1023.5,1036.2,1029.8,202295.0,7924.0,208322735.0,73940.0,36.55,15.5,9.0
2016-03-18,1019.0,1028.4,1016.25,1025.2,1022.11,827348.0,8279.0,845640052.0,684960.0,82.79,12.15,6.2
2016-03-17,1028.0,1036.4,1012.4,1015.55,1024.42,201404.0,8721.0,206321452.0,50951.0,25.3,24.0,-12.45
2016-03-16,1021.0,1025.7,1005.4,1021.75,1016.29,164645.0,6645.0,167327472.0,22640.0,13.75,20.3,0.75
2016-03-15,1021.0,1026.95,1016.0,1020.4,1021.23,191800.0,5634.0,195871327.0,77167.0,40.23,10.95,-0.6
2016-03-14,1018.15,1026.0,1013.0,1018.55,1018.65,206014.0,6156.0,209855475.0,60195.0,29.22,13.0,0.4
2016-03-11,1016.5,1029.5,1011.3,1015.65,1019.57,248065.0,8869.0,252919921.0,44780.0,18.05,18.2,-0.85
2016-03-10,1043.7,1045.0,1009.0,1012.0,1020.16,354839.0,15320.0,361992793.0,105088.0,29.62,36.0,-31.7
2016-03-09,1019.0,1044.0,1017.35,1041.95,1033.75,367791.0,11771.0,380203554.0,102896.0,27.98,26.65,22.95
2016-03-08,1006.0,1031.0,1006.0,1027.15,1021.89,424354.0,13337.0,433643254.0,148281.0,34.94,25.0,21.15
2016-03-04,1017.0,1018.0,1003.75,1006.5,1008.9,2911912.0,6987.0,2937819784.0,2688418.0,92.32,14.25,-10.5
2016-03-03,1007.25,1017.25,997.55,1012.55,1008.87,340650.0,11815.0,343672690.0,104736.0,30.75,19.7,5.3
2016-03-02,992.5,1005.25,987.5,1001.2,998.65,529739.0,12416.0,529022642.0,303733.0,57.34,17.75,8.7
2016-03-01,967.5,985.0,965.0,982.25,979.62,311829.0,10931.0,305474767.0,104509.0,33.51,20.0,14.75
2016-02-29,951.1,993.0,936.3,966.55,959.37,999988.0,22873.0,959356953.0,372718.0,37.27,56.7,15.45
2016-02-26,950.0,958.5,944.95,950.5,951.42,225109.0,6121.0,214174323.0,65338.0,29.03,13.55,0.5
